What type of vehicle do you use?,What is the fuel type of your vehicle,How often do you use your vehicle?,How would you describe your driving style,How often do you accelerate quickly?,How often do you apply sudden brakes?,What is your average driving speed?,What type of traffic do you usually experience?,How often do you face traffic congestion?,Do you often drive in stop-and-go traffic?,How would you rate your vehicle’s fuel consumption?,How often do you refuel your vehicle?,Approximately how much fuel do you use per week?,Do you think your driving behavior affects fuel consumption?,Are you using the QR-based fuel system?,Is the allocated fuel sufficient for your weekly needs?,Has fuel limitation changed your travel behavior?,What changes have you made due to fuel limits?,Distance (km)
1,1,Several times a week,1,Sometimes,Sometimes,2,2,Sometimes,No,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,Yes,Driving more carefully,106
1,2,Daily,3,Often,Often,3,2,Sometimes,Yes,3,More than twice,10–20  Liters,Yes,Yes,No,Yes,Driving more carefully,214
1,2,Several times a week,1,Never,Never,3,1,Rarely,No,1,Once a week,10–20  Liters,Yes,Yes,Yes,Yes,Driving more carefully,221
4,1,Daily,3,Sometimes,Often,5,2,Frequently,No,3,Twice a week,10–20 Liters,Yes,Yes,No,Yes,Reduced travel,349
4,1,Daily,2,Never,Often,3,3,Frequently,Yes,2,Once a week,10–20 Liters,Yes,No,Yes,No,No change,610
5,1,Several times a week,1,Never,Never,1,3,Frequently,Yes,1,Once a week,Less than 10 Liters,Yes,Yes,Yes,No,No change,430
3,2,Daily,1,Never,Never,2,2,Sometimes,No,2,Once a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,465
1,2,Daily,2,Sometimes,Never,3,3,Frequently,Yes,3,Once a week,21–40 Liters,Not sure,Yes,Yes,Yes,Changed routes,415
4,1,Daily,3,Sometimes,Often,5,2,Frequently,No,3,Twice a week,10–20 Liters,Yes,Yes,No,Yes,Reduced travel,356
5,1,Daily,3,Often,Often,2,3,Frequently,Yes,2,Once a week,Less than 10 Liters,Yes,Yes,Yes,No,No change,76
5,1,Daily,1,Sometimes,Sometimes,2,2,Sometimes,Yes,2,More than twice,Less than 10  Liters,Not sure,Yes,No,Yes,"Reduced travel, Driving more carefully",54
5,1,Daily,2,Sometimes,Sometimes,3,2,Sometimes,Yes,1,Once a week,Less than 10 Liters,Yes,Yes,Yes,No,No change,217
5,1,Daily,1,Sometimes,Never,2,2,Sometimes,No,1,Twice a week,Less than 10 Liters,Yes,Yes,Yes,No,No change,245
2,2,Several times a week,3,Often,Often,3,2,Sometimes,Yes,3,Twice a week,81–100 Liters,Yes,No,Yes,No,No change,392
1,1,Daily,1,Never,Never,3,2,Sometimes,No,2,Once a week,21–40  Liters,Yes,Yes,Yes,No,No change,300
1,2,Daily,2,Sometimes,Sometimes,3,3,Frequently,Yes,2,Once a week,10–20 Liters,Yes,Yes,Yes,Yes,Driving more carefully,150
1,2,Daily,2,Sometimes,Sometimes,3,2,Sometimes,No,3,Twice a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,351
1,2,Daily,1,Sometimes,Sometimes,2,2,Sometimes,Yes,2,Once a week,21–40  Liters,Not sure,Yes,Yes,Yes,Changed routes,359
1,1,Daily,1,Sometimes,Sometimes,2,2,Sometimes,No,2,Once a week,21–40  Liters,Yes,Yes,No,Yes,"Reduced travel, Changed routes, Driving more carefully",379
1,1,Daily,3,Sometimes,Often,2,3,Frequently,Yes,3,Once a week,10–20 Liters,Yes,Yes,Yes,No,No change,201
5,1,Daily,1,Sometimes,Sometimes,3,3,Frequently,Yes,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,Yes,Reduced travel,92
3,1,Daily,3,Often,Often,2,3,Frequently,Yes,3,Twice a week,41–60 Liters,Yes,Yes,No,Yes,Reduced travel,683
1,2,Daily,1,Never,Never,2,2,Sometimes,Yes,1,Once a week,10–20  Liters,Yes,Yes,Yes,No,No change,180
1,1,Daily,1,Sometimes,Often,3,2,Sometimes,Yes,2,Once a week,21–40  Liters,Yes,Yes,Yes,Yes,Driving more carefully,400
5,1,Daily,2,Sometimes,Sometimes,2,2,Sometimes,Yes,3,Once a week,Less than 10  Liters,Yes,Yes,Yes,No,Driving more carefully,76
5,1,Daily,2,Sometimes,Never,2,1,Rarely,No,1,Twice a week,Less than 10 Liters,Yes,Yes,No,Yes,Reduced travel,136
5,1,Daily,2,Sometimes,Sometimes,3,2,Sometimes,Yes,1,Twice a week,Less than 10 Liters,Yes,Yes,Yes,No,No change,118
5,1,Daily,2,Sometimes,Sometimes,3,2,Sometimes,No,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,No,No change,104
1,2,Daily,3,Sometimes,Sometimes,4,1,Rarely,No,3,Once a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,411
2,2,Several times a week,2,Sometimes,Sometimes,2,2,Sometimes,Yes,2,More than twice,21–40  Liters,Yes,Yes,Yes,Yes,Changed routes,145
1,1,Daily,1,Sometimes,Sometimes,2,2,Sometimes,Yes,2,More than twice,10–20  Liters,Yes,Yes,Yes,Yes,Driving more carefully,213
3,2,Daily,2,Sometimes,Sometimes,3,3,Frequently,Yes,3,Twice a week,21–40 Liters,Yes,Yes,No,Yes,Changed routes,476
5,1,Daily,1,Never,Sometimes,2,2,Sometimes,Yes,1,Once a week,Less than 10  Liters,Not sure,Yes,Yes,No,No change,114
1,1,Daily,1,Never,Never,2,3,Frequently,Yes,2,Once a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,378
4,1,Daily,1,Never,Sometimes,2,3,Frequently,Yes,2,Once a week,10–20 Liters,Yes,Yes,No,Yes,Changed routes,486
5,1,Daily,3,Often,Often,3,2,Sometimes,No,2,Once a week,Less than 10 Liters,Yes,Yes,Yes,No,No change,252
1,2,Several times a week,2,Sometimes,Sometimes,3,2,Sometimes,No,3,Once a week,21–40 Liters,Not sure,Yes,No,Yes,Reduced travel,361
1,1,Several times a week,1,Never,Sometimes,2,3,Frequently,Yes,2,Once a week,21–40 Liters,Yes,Yes,Yes,No,No change,389
1,1,Daily,1,Sometimes,Sometimes,2,2,Frequently,Yes,2,Once a week,10–20  Liters,Yes,Yes,Yes,No,Driving more carefully,148
1,2,Daily,1,Never,Never,2,3,Frequently,Yes,2,Twice a week,10–20 Liters,Yes,Yes,Yes,No,No change,103
1,1,Daily,2,Sometimes,Often,2,3,Frequently,Yes,3,Twice a week,21–40 Liters,Yes,Yes,Yes,Yes,Driving more carefully,350
1,2,Daily,1,Sometimes,Sometimes,3,2,Sometimes,Yes,2,Once a week,21–40  Liters,Not sure,Yes,Yes,Yes,Changed routes,345
4,1,Occasionally,3,Often,Often,3,2,Frequently,No,3,Once a week,10–20 Liters,Yes,Yes,No,Yes,Reduced travel,523
3,1,Several times a week,2,Sometimes,Never,2,2,Sometimes,Yes,2,Twice a week,21–40 Liters,Yes,Yes,Yes,No,No change,426
4,1,Daily,2,Sometimes,Sometimes,2,2,Frequently,No,2,Once a week,10–20  Liters,Not sure,Yes,No,Yes,"Reduced travel, Changed routes, Driving more carefully",325
5,1,Daily,1,Sometimes,Sometimes,2,2,Sometimes,No,1,Once a week,Less than 10 Liters,Yes,Yes,Yes,No,No change,54
3,1,Daily,2,Sometimes,Sometimes,3,2,Sometimes,Yes,3,Twice a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,459
3,1,Daily,1,Never,Sometimes,1,3,Frequently,Yes,3,Once a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,388
3,2,Daily,1,Never,Never,2,3,Frequently,Yes,3,Once a week,41–60 Liters,Yes,Yes,No,Yes,Reduced travel,690
1,1,Daily,2,Never,Sometimes,3,3,Frequently,Yes,3,Once a week,10–20 Liters,Yes,Yes,Yes,No,No change,156
1,2,Several times a week,1,Never,Never,3,1,Rarely,No,1,Once a week,10–20  Liters,Yes,Yes,Yes,Yes,Driving more carefully,195
2,2,Occasionally,2,Sometimes,Never,2,3,Frequently,Yes,3,Once a week,61–80 Liters,Yes,Yes,No,Yes,Reduced travel,316
5,1,Several times a week,2,Sometimes,Sometimes,2,2,Sometimes,Yes,2,Once a week,Less than 10  Liters,Not sure,Yes,Yes,Yes,"Reduced travel, Changed routes",365
1,1,Daily,2,Sometimes,Never,2,3,Frequently,Yes,3,Twice a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,295
4,1,Several times a week,2,Sometimes,Often,2,1,Rarely,No,2,Once a week,Less than 10 Liters,Yes,Yes,Yes,No,No change,165
1,2,Several times a week,3,Often,Often,3,3,Frequently,Yes,2,Once a week,10–20 Liters,Yes,Yes,Yes,No,No change,223
1,1,Daily,2,Sometimes,Sometimes,2,2,Sometimes,Yes,3,Once a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,328
3,1,Daily,3,Often,Often,3,3,Frequently,Yes,3,More than twice,Less than 10  Liters,Yes,Yes,No,Yes,Reduced travel,125
1,1,Daily,3,Sometimes,Often,2,3,Frequently,Yes,3,Once a week,10–20 Liters,Yes,Yes,Yes,No,No change,175
5,1,Daily,2,Sometimes,Sometimes,3,1,Rarely,No,1,Twice a week,Less than 10 Liters,Yes,No,Yes,No,No change,194
5,1,Daily,1,Sometimes,Never,2,2,Sometimes,No,1,Twice a week,Less than 10 Liters,Yes,Yes,Yes,No,No change,228
5,1,Several times a week,1,Sometimes,Sometimes,1,1,Sometimes,No,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,Yes,Reduced travel,122
1,1,Daily,2,Sometimes,Never,3,2,Sometimes,No,2,Once a week,21–40  Liters,Yes,Yes,Yes,No,No change,320
5,1,Several times a week,2,Often,Often,3,2,Frequently,Yes,2,Once a week,Less than 10  Liters,Yes,Yes,No,Yes,"Reduced travel, Driving more carefully",66
1,1,Several times a week,1,Never,Never,2,3,Frequently,Yes,2,Twice a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,315
2,2,Several times a week,2,Sometimes,Sometimes,2,2,Sometimes,Yes,2,More than twice,21–40  Liters,Yes,Yes,Yes,Yes,Changed routes,145
3,1,Occasionally,1,Never,Never,2,2,Sometimes,No,2,Once a week,41–60 Liters,Yes,Yes,No,Yes,Changed routes,627
3,2,Several times a week,2,Sometimes,Sometimes,2,1,Rarely,No,2,Once a week,21–40 Liters,Yes,Yes,Yes,No,No change,381
5,1,Daily,2,Sometimes,Sometimes,2,1,Rarely,No,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,Yes,"Reduced travel, Changed routes, Driving more carefully",235
1,1,Daily,1,Never,Never,2,2,Sometimes,No,2,Once a week,21–40 Liters,Yes,Yes,Yes,No,No change,355
1,2,Daily,2,Sometimes,Often,3,2,Sometimes,Yes,1,Once a week,10–20 Liters,Yes,Yes,Yes,No,No change,188
5,1,Daily,2,Sometimes,Sometimes,2,1,Sometimes,Yes,2,Once a week,Less than 10  Liters,Yes,No,Yes,Yes,Reduced travel,482
5,1,Daily,2,Sometimes,Sometimes,3,2,Sometimes,No,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,No,No change,93
1,1,Occasionally,2,Sometimes,Sometimes,3,1,Rarely,No,3,Once a week,Less than 10  Liters,Yes,Yes,No,Yes,Changed routes,105
1,2,Daily,1,Never,Never,2,2,Sometimes,Yes,1,Once a week,10–20  Liters,Yes,Yes,Yes,No,No change,209
2,2,Daily,2,Never,Sometimes,2,2,Sometimes,Yes,2,Twice a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,155
3,1,Daily,3,Sometimes,Often,2,3,Frequently,Yes,3,Once a week,10–20 Liters,Yes,Yes,Yes,No,No change,232
5,1,Daily,2,Sometimes,Never,3,3,Frequently,Yes,1,Once a week,Less than 10 Liters,Yes,Yes,No,Yes,Reduced travel,186
1,2,Daily,1,Never,Never,2,3,Frequently,Yes,2,Twice a week,10–20 Liters,Yes,Yes,Yes,No,No change,167
1,2,Several times a week,3,Often,Often,2,3,Frequently,Yes,2,Once a week,10–20 Liters,Yes,Yes,Yes,No,No change,173
1,2,Daily,3,Often,Often,2,3,Frequently,Yes,2,Twice a week,10–20 Liters,Yes,Yes,Yes,No,No change,240
1,1,Daily,1,Never,Never,3,2,Sometimes,No,2,Once a week,21–40  Liters,Yes,Yes,Yes,No,No change,298
1,1,Daily,2,Sometimes,Sometimes,3,2,Sometimes,No,2,Twice a week,10–20  Liters,No,Yes,Yes,No,No change,235
1,2,Daily,2,Sometimes,Sometimes,3,3,Frequently,Yes,3,Once a week,21–40  Liters,Yes,Yes,No,Yes,Reduced travel,227
1,1,Occasionally,1,Sometimes,Sometimes,2,2,Sometimes,Yes,2,More than twice,10–20  Liters,No,Yes,Yes,Yes,Driving more carefully,156
1,1,Occasionally,1,Sometimes,Sometimes,2,3,Frequently,Yes,2,Once a week,10–20  Liters,Yes,Yes,No,Yes,Changed routes,174
3,2,Daily,2,Sometimes,Never,3,3,Frequently,Yes,3,Once a week,41–60 Liters,Yes,Yes,No,Yes,Reduced travel,503
1,2,Several times a week,3,Often,Often,3,3,Frequently,Yes,2,Once a week,10–20 Liters,Yes,Yes,Yes,No,No change,274
4,1,Several times a week,2,Sometimes,Sometimes,2,2,Sometimes,Yes,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,No,Changed routes,193
1,1,Several times a week,1,Sometimes,Sometimes,3,3,Sometimes,No,2,Twice a week,Less than 10  Liters,Not sure,Yes,No,No,No change,121
1,2,Several times a week,2,Sometimes,Often,3,3,Frequently,Yes,2,Once a week,10–20 Liters,Yes,Yes,Yes,No,No change,293
5,1,Daily,2,Sometimes,Sometimes,2,3,Frequently,Yes,1,Once a week,Less than 10 Liters,No,Yes,Yes,No,No change,50
5,1,Occasionally,3,Often,Often,3,1,Rarely,No,3,Once a week,Less than 10  Liters,Yes,Yes,No,Yes,Reduced travel,500
1,2,Several times a week,1,Never,Never,3,1,Rarely,No,1,Once a week,10–20  Liters,Yes,Yes,Yes,Yes,Driving more carefully,134
1,2,Occasionally,2,Sometimes,Sometimes,3,3,Frequently,Yes,2,Once a week,10–20 Liters,Yes,Yes,Yes,Yes,Reduced travel,149
4,1,Daily,2,Sometimes,Sometimes,2,3,Frequently,Yes,3,More than twice,10–20  Liters,Not sure,Yes,No,Yes,Changed routes,401
1,1,Daily,1,Never,Never,2,2,Sometimes,Yes,2,Once a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,410
1,1,Several times a week,3,Often,Sometimes,3,3,Frequently,Yes,3,Once a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,367
2,2,Several times a week,3,Often,Often,3,2,Sometimes,Yes,3,Twice a week,81–100 Liters,Yes,No,Yes,No,No change,413
1,2,Daily,1,Never,Never,2,2,Sometimes,Yes,1,Once a week,Less than 10  Liters,Yes,Yes,Yes,No,No change,107
2,2,Daily,2,Sometimes,Sometimes,3,3,Frequently,Yes,3,More than twice,61–80 Liters,Yes,Yes,No,Yes,Driving more carefully,363
4,1,Daily,3,Often,Often,4,2,Sometimes,Yes,3,More than twice,Less than 10 Liters,Yes,Yes,No,Yes,Reduced travel,99
5,1,Daily,2,Sometimes,Often,2,2,Sometimes,Yes,1,Once a week,Less than 10 Liters,Yes,Yes,Yes,Yes,Driving more carefully,168
5,1,Daily,2,Sometimes,Sometimes,2,1,Sometimes,Yes,2,Once a week,Less than 10  Liters,Yes,No,Yes,Yes,Reduced travel,448
4,1,Daily,2,Sometimes,Never,3,3,Frequently,Yes,2,Once a week,10–20 Liters,Not sure,Yes,No,Yes,Reduced travel,368
1,1,Daily,1,Never,Never,1,3,Frequently,Yes,2,Twice a week,10–20 Liters,Yes,No,Yes,No,No change,207
4,1,Daily,2,Sometimes,Sometimes,2,1,Rarely,No,2,More than twice,10–20 Liters,Yes,Yes,No,Yes,Reduced travel,359
5,1,Several times a week,2,Often,Often,3,2,Frequently,Yes,2,Once a week,Less than 10  Liters,Yes,Yes,No,Yes,"Reduced travel, Driving more carefully",55
2,2,Daily,1,Never,Never,1,3,Frequently,Yes,3,More than twice,81–100 Liters,Yes,Yes,No,Yes,Reduced travel,495
5,1,Daily,1,Sometimes,Sometimes,2,3,Frequently,Yes,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,Yes,Reduced travel,84
5,1,Daily,2,Sometimes,Sometimes,2,1,Sometimes,Yes,2,Once a week,Less than 10  Liters,Yes,No,Yes,Yes,Reduced travel,357
5,1,Daily,2,Often,Often,1,2,Frequently,No,2,More than twice,Less than 10  Liters,Yes,Yes,Yes,No,No change,73
5,1,Several times a week,1,Sometimes,Sometimes,1,1,Sometimes,No,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,Yes,Reduced travel,159
1,2,Several times a week,2,Sometimes,Sometimes,3,2,Sometimes,No,3,Once a week,21–40 Liters,Not sure,Yes,No,Yes,Reduced travel,345
